Mouse name,x,Reward Size,70,Licks per reward,3,Initial drop,70,Recording duration,11,Reward window,5,Track Length,1000
Time,Valve,Lick,LickCount,Reward,RewardCount,Distance,TotalDistance,RewardWindow,InitialDrop,InitialDropCount,ImagingTrigger,TTLpulse,TTLpulseCount,LapCount
4350,0,0,0,0,1,521,1521,1,0,0,0,0,0,1
4360,0,0,0,0,1,522,1522,1,0,0,0,0,0,1
4370,0,0,0,0,1,524,1524,1,0,0,0,0,0,1
4380,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
4390,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
4400,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
4410,0,0,0,0,1,527,1527,1,0,0,0,0,0,1
4420,0,0,0,0,1,528,1528,1,0,0,0,0,0,1
4430,0,0,0,0,1,530,1530,1,0,0,0,0,0,1
4440,0,0,0,0,1,528,1528,1,0,0,0,0,0,1
4450,0,0,0,0,1,530,1529,1,0,0,0,0,0,1
4460,0,0,0,0,1,529,1529,1,0,0,0,0,0,1
4470,0,0,0,0,1,530,1529,1,0,0,0,0,0,1
4480,0,0,0,0,1,531,1531,1,0,0,0,0,0,1
4490,0,0,0,0,1,531,1531,1,0,0,0,0,0,1
4500,0,0,0,0,1,530,1530,1,0,0,0,0,0,1
4510,0,0,0,0,1,531,1531,1,0,0,0,0,0,1
4520,0,0,0,0,1,531,1531,1,0,0,0,0,0,1
4530,0,0,0,0,1,533,1533,1,0,0,0,0,0,1
4540,0,0,0,0,1,530,1529,1,0,0,0,0,0,1
4550,0,0,0,0,1,531,1531,1,0,0,0,0,0,1
4560,0,0,0,0,1,530,1530,1,0,0,0,0,0,1
4570,0,0,0,0,1,530,1529,1,0,0,0,0,0,1
4580,0,0,0,0,1,530,1530,1,0,0,0,0,0,1
4590,0,0,0,0,1,528,1528,1,0,0,0,0,0,1
4600,0,0,0,0,1,527,1527,1,0,0,0,0,0,1
4610,0,0,0,0,1,528,1528,1,0,0,0,0,0,1
4620,0,0,0,0,1,527,1527,1,0,0,0,0,0,1
4630,0,0,0,0,1,529,1529,1,0,0,0,0,0,1
4640,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
4650,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
4660,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
4670,0,0,0,0,1,525,1525,1,0,0,0,0,0,1
4680,0,0,0,0,1,527,1527,1,0,0,0,0,0,1
4690,0,0,0,0,1,524,1524,1,0,0,0,0,0,1
4700,0,0,0,0,1,524,1524,1,0,0,0,0,0,1
4710,0,0,0,0,1,523,1523,1,0,0,0,0,0,1
4720,0,0,0,0,1,523,1523,1,0,0,0,0,0,1
4730,0,0,0,0,1,525,1525,1,0,0,0,0,0,1
4740,0,0,0,0,1,522,1522,1,0,0,0,0,0,1
4750,0,0,0,0,1,523,1523,1,0,0,0,0,0,1
4760,0,0,0,0,1,522,1522,1,0,0,0,0,0,1
4770,0,0,0,0,1,523,1523,1,0,0,0,0,0,1
4780,0,0,0,0,1,523,1523,1,0,0,0,0,0,1
4790,0,0,0,0,1,521,1521,1,0,0,0,0,0,1
4800,0,0,0,0,1,521,1521,1,0,0,0,0,0,1
4810,0,0,0,0,1,520,1520,1,0,0,0,0,0,1
4820,0,0,0,0,1,519,1519,1,0,0,0,0,0,1
4830,0,0,0,0,1,521,1521,1,0,0,0,0,0,1
4840,0,0,0,0,1,517,1517,1,0,0,0,0,0,1
4850,0,0,0,0,1,519,1519,1,0,0,0,0,0,1
4860,0,0,0,0,1,517,1517,1,0,0,0,0,0,1
4870,0,0,0,0,1,517,1517,1,0,0,0,0,0,1
4880,0,0,0,0,1,519,1519,1,0,0,0,0,0,1
4890,0,0,0,0,1,517,1517,1,0,0,0,0,0,1
4900,0,0,0,0,1,516,1516,1,0,0,0,0,0,1
4910,0,0,0,0,1,516,1516,1,0,0,0,0,0,1
4920,0,0,0,0,1,516,1516,1,0,0,0,0,0,1
4930,0,0,0,0,1,517,1517,1,0,0,0,0,0,1
4940,0,0,0,0,1,515,1515,1,0,0,0,0,0,1
4950,0,0,0,0,1,514,1514,1,0,0,0,0,0,1
4960,0,0,0,0,1,514,1514,1,0,0,0,0,0,1
4970,0,0,0,0,1,514,1514,1,0,0,0,0,0,1
4980,0,0,0,0,1,516,1516,1,0,0,0,0,0,1
4990,0,0,0,0,1,514,1514,1,0,0,0,0,0,1
5000,0,0,0,0,1,512,1512,1,0,0,0,0,0,1
5010,0,0,0,0,1,512,1512,1,0,0,0,0,0,1
5020,0,0,0,0,1,512,1512,1,0,0,0,0,0,1
5030,0,0,0,0,1,513,1513,1,0,0,0,0,0,1
5040,0,0,0,0,1,511,1511,1,0,0,0,0,0,1
5050,0,0,0,0,1,511,1511,1,0,0,0,0,0,1
5060,0,0,0,0,1,511,1511,1,0,0,0,0,0,1
5070,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5080,0,0,0,0,1,512,1512,1,0,0,0,0,0,1
5090,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5100,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5110,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5120,0,0,0,0,1,509,1509,1,0,0,0,0,0,1
5130,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5140,0,0,0,0,1,508,1508,1,0,0,0,0,0,1
5150,0,0,0,0,1,509,1509,1,0,0,0,0,0,1
5160,0,0,0,0,1,508,1508,1,0,0,0,0,0,1
5170,0,0,0,0,1,508,1508,1,0,0,0,0,0,1
5180,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5190,0,0,0,0,1,507,1507,1,0,0,0,0,0,1
5200,0,0,0,0,1,509,1509,1,0,0,0,0,0,1
5210,0,0,0,0,1,508,1508,1,0,0,0,0,0,1
5220,0,0,0,0,1,509,1509,1,0,0,0,0,0,1
5230,0,0,0,0,1,511,1511,1,0,0,0,0,0,1
5240,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5250,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5260,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5270,0,0,0,0,1,510,1510,1,0,0,0,0,0,1
5280,0,0,0,0,1,514,1514,1,0,0,0,0,0,1
5290,0,0,0,0,1,512,1512,1,0,0,0,0,0,1
5300,0,0,0,0,1,513,1513,1,0,0,0,0,0,1
5310,0,0,0,0,1,514,1514,1,0,0,0,0,0,1
5320,0,0,0,0,1,516,1516,1,0,0,0,0,0,1
5330,0,0,0,0,1,519,1519,1,0,0,0,0,0,1
5340,0,0,0,0,1,518,1518,1,0,0,0,0,0,1
5350,0,0,0,0,1,519,1519,1,0,0,0,0,0,1
5360,0,0,0,0,1,520,1520,1,0,0,0,0,0,1
5370,0,0,0,0,1,521,1521,1,0,0,0,0,0,1
5380,0,0,0,0,1,524,1524,1,0,0,0,0,0,1
5390,0,0,0,0,1,524,1524,1,0,0,0,0,0,1
5400,0,0,0,0,1,526,1526,1,0,0,0,0,0,1
5410,0,0,0,0,1,527,1527,1,0,0,0,0,0,1
5420,0,0,0,0,1,529,1529,1,0,0,0,0,0,1
5430,0,0,0,0,1,533,1533,1,0,0,0,0,0,1
5440,0,0,0,0,1,535,1535,1,0,0,0,0,0,1
5450,0,0,0,0,1,538,1538,1,0,0,0,0,0,1
5460,0,0,0,0,1,540,1540,1,0,0,0,0,0,1
5470,0,0,0,0,1,544,1544,1,0,0,0,0,0,1
5480,0,0,0,0,1,553,1553,1,0,0,0,0,0,1
5490,0,0,0,0,1,557,1557,1,0,0,0,0,0,1
5500,0,0,0,0,1,563,1563,1,0,0,0,0,0,1
5510,0,0,0,0,1,570,1570,1,0,0,0,0,0,1
5520,0,0,0,0,1,579,1579,1,0,0,0,0,0,1
5530,0,0,0,0,1,591,1590,1,0,0,0,0,0,1
5540,0,0,0,0,1,599,1599,1,0,0,0,0,0,1
5550,0,0,0,0,1,608,1608,1,0,0,0,0,0,1
5560,0,0,0,0,1,618,1618,1,0,0,0,0,0,1
5570,0,0,0,0,1,626,1626,1,0,0,0,0,0,1
5580,0,0,0,0,1,640,1640,1,0,0,0,0,0,1
5590,0,0,0,0,1,646,1646,1,0,0,0,0,0,1
5600,0,0,0,0,1,656,1656,1,0,0,0,0,0,1
5610,0,0,0,0,1,666,1666,1,0,0,0,0,0,1
5620,0,0,0,0,1,674,1674,1,0,0,0,0,0,1
5630,0,0,0,0,1,687,1687,1,0,0,0,0,0,1
5640,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5650,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5660,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5670,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5680,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5690,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5700,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5710,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5720,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5730,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5740,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5750,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5760,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5770,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5780,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5790,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5800,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5810,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5820,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5830,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5840,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5850,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5860,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5870,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5880,0,0,0,0,1,690,1690,1,0,0,0,0,0,1
5890,0,0,0,0,1,700,1700,1,0,0,0,0,0,1
5900,0,0,0,0,1,710,1710,1,0,0,0,0,0,1
5910,0,0,0,0,1,719,1719,1,0,0,0,0,0,1
5920,0,0,0,0,1,728,1728,1,0,0,0,0,0,1
5930,0,0,0,0,1,739,1739,1,0,0,0,0,0,1
5940,0,0,0,0,1,750,1750,1,0,0,0,0,0,1
5950,0,0,0,0,1,759,1759,1,0,0,0,0,0,1
5960,0,0,0,0,1,769,1769,1,0,0,0,0,0,1
5970,0,0,0,0,1,780,1780,1,0,0,0,0,0,1
5980,0,0,0,0,1,791,1791,1,0,0,0,0,0,1
5990,0,0,0,0,1,800,1800,1,0,0,0,0,0,1
6000,0,0,0,0,1,810,1810,1,0,0,0,0,0,1
6010,0,0,0,0,1,819,1819,1,0,0,0,0,0,1
6020,0,0,0,0,1,830,1830,1,0,0,0,0,0,1
6030,0,0,0,0,1,840,1840,1,0,0,0,0,0,1
6040,0,0,0,0,1,850,1850,1,0,0,0,0,0,1
6050,0,0,0,0,1,859,1859,1,0,0,0,0,0,1
6060,0,0,0,0,1,868,1868,1,0,0,0,0,0,1
6070,0,0,0,0,1,878,1878,1,0,0,0,0,0,1
6080,0,0,0,0,1,888,1888,1,0,0,0,0,0,1
6090,0,0,0,0,1,898,1898,1,0,0,0,0,0,1
6100,0,0,0,0,1,906,1906,1,0,0,0,0,0,1
6110,0,0,0,0,1,917,1917,1,0,0,0,0,0,1
6120,0,0,0,0,1,925,1925,1,0,0,0,0,0,1
6130,0,0,0,0,1,936,1936,1,0,0,0,0,0,1
6140,0,0,0,0,1,943,1943,1,0,0,0,0,0,1
6150,0,0,0,0,1,950,1950,1,0,0,0,0,0,1
6160,0,0,0,0,1,960,1960,1,0,0,0,0,0,1
6170,0,0,0,0,1,969,1969,1,0,0,0,0,0,1
6180,0,0,0,0,1,980,1980,1,0,0,0,0,0,1
6190,0,0,0,0,1,988,1988,1,0,0,0,0,0,1
6200,0,0,0,0,1,998,1998,1,0,0,0,0,0,1
6203,0,0,0,0,1,1,2001,1,0,0,0,0,0,2
6203,0,0,0,1,2,1,2001,1,0,0,0,0,0,2
6210,0,0,0,0,2,2,2002,1,0,0,0,0,0,2
6220,0,0,0,0,2,11,2011,1,0,0,0,0,0,2
6230,0,0,0,0,2,21,2021,1,0,0,0,0,0,2
6240,0,0,0,0,2,28,2028,1,0,0,0,0,0,2
6250,0,0,0,0,2,37,2037,1,0,0,0,0,0,2
6260,0,0,0,0,2,46,2046,1,0,0,0,0,0,2
6270,0,0,0,0,2,54,2054,1,0,0,0,0,0,2
6280,0,0,0,0,2,70,2070,1,0,0,0,0,0,2
6290,0,0,0,0,2,76,2076,1,0,0,0,0,0,2
6300,0,0,0,0,2,85,2085,1,0,0,0,0,0,2
6310,0,0,0,0,2,92,2092,1,0,0,0,0,0,2
6320,0,0,0,0,2,101,2101,1,0,0,0,0,0,2
6330,0,0,0,0,2,111,2111,1,0,0,0,0,0,2
6340,0,0,0,0,2,117,2117,1,0,0,0,0,0,2
6350,0,0,0,0,2,125,2125,1,0,0,0,0,0,2
6360,0,0,0,0,2,132,2132,1,0,0,0,0,0,2
6370,0,0,0,0,2,140,2140,1,0,0,0,0,0,2
6380,0,0,0,0,2,150,2150,1,0,0,0,0,0,2
6390,0,0,0,0,2,155,2155,1,0,0,0,0,0,2
6400,0,0,0,0,2,164,2164,1,0,0,0,0,0,2
6410,0,0,0,0,2,170,2170,1,0,0,0,0,0,2
6420,0,0,0,0,2,177,2177,1,0,0,0,0,0,2
6430,0,0,0,0,2,186,2186,1,0,0,0,0,0,2
6440,0,0,0,0,2,190,2190,1,0,0,0,0,0,2
6450,0,0,0,0,2,199,2199,1,0,0,0,0,0,2
6460,0,0,0,0,2,205,2205,1,0,0,0,0,0,2
6470,0,0,0,0,2,212,2212,1,0,0,0,0,0,2
6480,0,0,0,0,2,221,2221,1,0,0,0,0,0,2
6490,0,0,0,0,2,225,2225,1,0,0,0,0,0,2
6500,0,0,0,0,2,232,2232,1,0,0,0,0,0,2
6510,0,0,0,0,2,237,2237,1,0,0,0,0,0,2
6520,0,0,0,0,2,243,2243,1,0,0,0,0,0,2
6530,0,0,0,0,2,254,2254,1,0,0,0,0,0,2
6540,0,0,0,0,2,256,2256,1,0,0,0,0,0,2
6550,0,0,0,0,2,261,2261,1,0,0,0,0,0,2
6560,0,0,0,0,2,266,2266,1,0,0,0,0,0,2
6570,0,0,0,0,2,272,2272,1,0,0,0,0,0,2
6580,0,0,0,0,2,282,2282,1,0,0,0,0,0,2
6590,0,0,0,0,2,285,2285,1,0,0,0,0,0,2
6600,0,0,0,0,2,291,2291,1,0,0,0,0,0,2
6610,0,0,0,0,2,296,2296,1,0,0,0,0,0,2
6620,0,0,0,0,2,302,2302,1,0,0,0,0,0,2
6630,0,0,0,0,2,310,2310,1,0,0,0,0,0,2
6640,0,0,0,0,2,314,2314,1,0,0,0,0,0,2
6650,0,0,0,0,2,318,2318,1,0,0,0,0,0,2
6660,0,0,0,0,2,322,2322,1,0,0,0,0,0,2
6670,0,0,0,0,2,329,2329,1,0,0,0,0,0,2
6680,0,0,0,0,2,337,2337,1,0,0,0,0,0,2
6690,0,0,0,0,2,339,2339,1,0,0,0,0,0,2
6700,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6710,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6720,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6730,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6740,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6750,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6760,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6770,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6780,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6790,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6800,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6810,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6820,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6830,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6840,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6850,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6860,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6870,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6880,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6890,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6900,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6910,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6920,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6930,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6940,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6950,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6960,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6970,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6980,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
6990,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7000,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7010,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7020,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7030,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7040,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7050,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7060,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7070,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7080,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7090,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7100,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7110,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7120,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7130,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7140,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7150,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7160,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7170,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7180,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7190,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7200,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7210,0,0,0,0,2,340,2340,1,0,0,0,0,0,2
7220,0,0,0,0,2,342,2342,1,0,0,0,0,0,2
7230,0,0,0,0,2,347,2347,1,0,0,0,0,0,2
7240,0,0,0,0,2,350,2350,1,0,0,0,0,0,2
7250,0,0,0,0,2,355,2355,1,0,0,0,0,0,2
7260,0,0,0,0,2,359,2359,1,0,0,0,0,0,2
7270,0,0,0,0,2,364,2364,1,0,0,0,0,0,2
7280,0,0,0,0,2,368,2368,1,0,0,0,0,0,2
7290,0,0,0,0,2,373,2373,1,0,0,0,0,0,2
7300,0,0,0,0,2,377,2377,1,0,0,0,0,0,2
7310,0,0,0,0,2,382,2382,1,0,0,0,0,0,2
7320,0,0,0,0,2,387,2387,1,0,0,0,0,0,2
7330,0,0,0,0,2,392,2392,1,0,0,0,0,0,2
7340,0,0,0,0,2,396,2396,1,0,0,0,0,0,2
7350,0,0,0,0,2,402,2402,1,0,0,0,0,0,2
7360,0,0,0,0,2,406,2406,1,0,0,0,0,0,2
7370,0,0,0,0,2,411,2411,1,0,0,0,0,0,2
7380,0,0,0,0,2,415,2415,1,0,0,0,0,0,2
7390,0,0,0,0,2,420,2420,1,0,0,0,0,0,2
7400,0,0,0,0,2,425,2425,1,0,0,0,0,0,2
7410,0,0,0,0,2,430,2430,1,0,0,0,0,0,2
7420,0,0,0,0,2,435,2435,1,0,0,0,0,0,2
7430,0,0,0,0,2,440,2440,1,0,0,0,0,0,2
7440,0,0,0,0,2,444,2444,1,0,0,0,0,0,2
7450,0,0,0,0,2,450,2450,1,0,0,0,0,0,2
7460,0,0,0,0,2,455,2455,1,0,0,0,0,0,2
7470,0,0,0,0,2,459,2459,1,0,0,0,0,0,2
7480,0,0,0,0,2,464,2464,1,0,0,0,0,0,2
7490,0,0,0,0,2,469,2469,1,0,0,0,0,0,2
7500,0,0,0,0,2,474,2474,1,0,0,0,0,0,2
7510,0,0,0,0,2,478,2478,1,0,0,0,0,0,2
7520,0,0,0,0,2,483,2483,1,0,0,0,0,0,2
7530,0,0,0,0,2,488,2488,1,0,0,0,0,0,2
7540,0,0,0,0,2,493,2493,1,0,0,0,0,0,2
7550,0,0,0,0,2,496,2496,1,0,0,0,0,0,2
7560,0,0,0,0,2,502,2502,1,0,0,0,0,0,2
7570,0,0,0,0,2,506,2506,1,0,0,0,0,0,2
7580,0,0,0,0,2,512,2512,1,0,0,0,0,0,2
7590,0,0,0,0,2,516,2516,1,0,0,0,0,0,2
7600,0,0,0,0,2,520,2520,1,0,0,0,0,0,2
7610,0,0,0,0,2,524,2524,1,0,0,0,0,0,2
7620,0,0,0,0,2,528,2528,1,0,0,0,0,0,2
7630,0,0,0,0,2,533,2533,1,0,0,0,0,0,2
7640,0,0,0,0,2,536,2536,1,0,0,0,0,0,2
7650,0,0,0,0,2,539,2539,1,0,0,0,0,0,2
7660,0,0,0,0,2,541,2541,1,0,0,0,0,0,2
7670,0,0,0,0,2,545,2545,1,0,0,0,0,0,2
7680,0,0,0,0,2,551,2551,1,0,0,0,0,0,2
7690,0,0,0,0,2,553,2553,1,0,0,0,0,0,2
7700,0,0,0,0,2,558,2558,1,0,0,0,0,0,2
7710,0,0,0,0,2,561,2561,1,0,0,0,0,0,2
7720,0,0,0,0,2,565,2565,1,0,0,0,0,0,2
7730,0,0,0,0,2,568,2568,1,0,0,0,0,0,2
7740,0,0,0,0,2,572,2572,1,0,0,0,0,0,2
7750,0,0,0,0,2,575,2575,1,0,0,0,0,0,2
7760,0,0,0,0,2,579,2579,1,0,0,0,0,0,2
7770,0,0,0,0,2,581,2581,1,0,0,0,0,0,2
7780,0,0,0,0,2,584,2584,1,0,0,0,0,0,2
7790,0,0,0,0,2,587,2587,1,0,0,0,0,0,2
7800,0,0,0,0,2,591,2591,1,0,0,0,0,0,2
7810,0,0,0,0,2,593,2593,1,0,0,0,0,0,2
7820,0,0,0,0,2,597,2597,1,0,0,0,0,0,2
7830,0,0,0,0,2,599,2599,1,0,0,0,0,0,2
7840,0,0,0,0,2,602,2602,1,0,0,0,0,0,2
7850,0,0,0,0,2,605,2605,1,0,0,0,0,0,2
7860,0,0,0,0,2,607,2607,1,0,0,0,0,0,2
7870,0,0,0,0,2,609,2609,1,0,0,0,0,0,2
7880,0,0,0,0,2,612,2612,1,0,0,0,0,0,2
7890,0,0,0,0,2,615,2615,1,0,0,0,0,0,2
7900,0,0,0,0,2,616,2616,1,0,0,0,0,0,2
7910,0,0,0,0,2,617,2617,1,0,0,0,0,0,2
7920,0,0,0,0,2,620,2620,1,0,0,0,0,0,2
7930,0,0,0,0,2,622,2622,1,0,0,0,0,0,2
7940,0,0,0,0,2,624,2624,1,0,0,0,0,0,2
7950,0,0,0,0,2,625,2625,1,0,0,0,0,0,2
7960,0,0,0,0,2,627,2627,1,0,0,0,0,0,2
7970,0,0,0,0,2,629,2629,1,0,0,0,0,0,2
7980,0,0,0,0,2,631,2631,1,0,0,0,0,0,2
7990,0,0,0,0,2,631,2631,1,0,0,0,0,0,2
8000,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8010,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8020,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8030,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8040,0,0,0,0,2,637,2637,1,0,0,0,0,0,2
8050,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8060,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8070,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8080,0,0,0,0,2,639,2639,1,0,0,0,0,0,2
8090,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8100,0,0,0,0,2,640,2640,1,0,0,0,0,0,2
8110,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8120,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8130,0,0,0,0,2,642,2642,1,0,0,0,0,0,2
8140,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8150,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8160,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8170,0,0,0,0,2,642,2642,1,0,0,0,0,0,2
8180,0,0,0,0,2,642,2642,1,0,0,0,0,0,2
8190,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8200,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8210,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8220,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8230,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8240,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8250,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8260,0,0,0,0,2,642,2642,1,0,0,0,0,0,2
8270,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8280,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8290,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8300,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8310,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8320,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8330,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8340,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8350,0,0,0,0,2,643,2643,1,0,0,0,0,0,2
8360,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8370,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8380,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8390,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8400,0,0,0,0,2,641,2641,1,0,0,0,0,0,2
8410,0,0,0,0,2,640,2640,1,0,0,0,0,0,2
8420,0,0,0,0,2,640,2640,1,0,0,0,0,0,2
8430,0,0,0,0,2,639,2639,1,0,0,0,0,0,2
8440,0,0,0,0,2,639,2639,1,0,0,0,0,0,2
8450,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8460,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8470,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8480,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8490,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8500,0,0,0,0,2,638,2638,1,0,0,0,0,0,2
8510,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8520,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8530,0,0,0,0,2,637,2637,1,0,0,0,0,0,2
8540,0,0,0,0,2,637,2637,1,0,0,0,0,0,2
8550,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8560,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8570,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8580,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8590,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8600,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8610,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8620,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8630,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8640,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
